id,title_en,title_zh,source_type,institution,date,topics,jurisdiction,language,url,doi_or_isbn,citation,summary,significance_note
lit-2024-chinesejil-great-powers-formation,Great Powers and the Formation of International Law,,Literature,Kevin Jon Heller,2024-12-16,theory-order;use-of-force;sovereignty-non-interference,Scholarly literature,English,https://academic.oup.com/chinesejil/article/23/4/637/7925746,10.1093/chinesejil/jmae038,Kevin Jon Heller - Great Powers and the Formation of International Law - Chinese Journal of International Law - 2024,Article on how great powers including China disagree over primary international law rules,Useful theoretical source for power and legality in rule formation
lit-2025-chinesejil-practice-public-international-law-2022,Chronology of Practice - Chinese Practice in Public International Law in 2022,,Literature,Liren Luo,2025-06-01,dispute-settlement;theory-order;sovereignty-non-interference,Scholarly literature,English,https://academic.oup.com/chinesejil/issue/24/2,10.1093/chinesejil/jmaf020,Liren Luo - Chronology of Practice - Chinese Practice in Public International Law in 2022 - Chinese Journal of International Law - 2025,Chronology article collecting Chinese public international law practice for 2022,Useful bridge between state practice and scholarly systematization
lit-2025-chinesejil-rituals-world-order,Rituals of World Order,,Literature,Io Cheng Tong and Yilin Wang and Na Zhu,2025-12-05,theory-order;sovereignty-non-interference,Scholarly literature,English,https://academic.oup.com/chinesejil/article/doi/10.1093/chinesejil/jmaf035/8371454,10.1093/chinesejil/jmaf035,Io Cheng Tong and others - Rituals of World Order - Chinese Journal of International Law - 2025,Article reading contemporary international law through Chinese Chunqiu order,Adds a historical and conceptual perspective on Chinese ordering ideas
lit-2025-chinesejil-sanctions-human-rights-due-diligence,Obligation of Human Rights Due Diligence in the Unilateral Sanctions Environment,,Literature,Alena F Douhan,2025-12-01,sanctions-anti-sanctions;global-economic-system;theory-order,Scholarly literature,English,https://academic.oup.com/chinesejil/issue/24/4,10.1093/chinesejil/jmaf036,Alena F Douhan - Obligation of Human Rights Due Diligence in the Unilateral Sanctions Environment - Chinese Journal of International Law - 2025,Article on human rights due diligence in unilateral sanctions settings,Relevant to debates over sanctions legitimacy and counter-sanctions arguments
lit-2026-ajil-china-anti-hegemonism,China Anti-hegemonism and the Scope for International Law to Facilitate Peaceful Power Transitions,,Literature,Shirley V Scott,2026-01-16,theory-order;sovereignty-non-interference;use-of-force,Scholarly literature,English,https://www.cambridge.org/core/journals/american-journal-of-international-law/article/china-antihegemonism-and-the-scope-for-international-law-to-facilitate-peaceful-power-transitions/223196BDE702E8ACB1EAAD565A776BE7,10.1017/ajil.2025.10142,Shirley V Scott - China Anti-hegemonism and the Scope for International Law to Facilitate Peaceful Power Transitions - AJIL - 2026,Review essay on anti-hegemonism and international law during power transitions,High-value source for framing China's order discourse in historical perspective
lit-2025-ils-normative-contestation-china,Normative Contestation in the International Order,,Literature,Kal Raustiala,2025-05-09,theory-order;sovereignty-non-interference;global-economic-system,Scholarly literature,English,https://digital-commons.usnwc.edu/ils/vol106/iss1/10/,10.2139/ssrn.5248526,Kal Raustiala - Normative Contestation in the International Order - International Law Studies - 2025,Essay on whether China is remaking global governance,Directly addresses sovereignty and UN-centered order in China's approach
lit-2023-ia-china-liberal-order,China and the Liberal International Order,,Literature,Ruonan Liu and Songpo Yang,2023-07-03,theory-order;global-economic-system;sovereignty-non-interference,Scholarly literature,English,https://academic.oup.com/ia/article/99/4/1383/7216720,10.1093/ia/iiad169,Ruonan Liu and Songpo Yang - China and the Liberal International Order - International Affairs - 2023,Article on China's pragmatic and dynamic approach to the liberal international order,Useful balanced overview of Chinese academic and official perspectives
lit-2023-uci-rule-law-chinese-characteristics,The Evolving Rule of Law with Chinese Characteristics and Its Impacts on the International Legal Order,,Literature,Ji Li,2023-08-29,theory-order;global-economic-system;sovereignty-non-interference,Scholarly literature,English,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4556050,,Ji Li - The Evolving Rule of Law with Chinese Characteristics and Its Impacts on the International Legal Order - 2023,Article on Chinese rule-of-law concepts and effects on international legal order,Connects domestic legal ideology with external legal ordering
lit-2024-wilj-investment-rule-of-law-china,International Investment Law and the Rule of Law - The Case of China,,Literature,Ming Du,2024-01-01,global-economic-system;dispute-settlement;theory-order,Scholarly literature,English,https://digitalcommons.law.uw.edu/wilj/vol33/iss2/5/,,Ming Du - International Investment Law and the Rule of Law - Washington International Law Journal - 2024,Article on international investment law and China's domestic rule of law,Useful for testing claims about investment law as legal reform pressure
lit-2025-hague-foreign-related-rule-of-law,China's Foreign-Related Rule of Law,,Literature,Zhiqiong June Wang and Jianfu Chen,2025-05-12,theory-order;sovereignty-non-interference;sanctions-anti-sanctions;dispute-settlement,Scholarly literature,English,https://link.springer.com/article/10.1007/s40803-025-00249-4,10.1007/s40803-025-00249-4,Zhiqiong June Wang and Jianfu Chen - China's Foreign-Related Rule of Law - Hague Journal on the Rule of Law - 2025,Open access article tracing the evolution of China's foreign-related rule of law,Central recent source on foreign-related rule of law as national strategy
lit-2024-yjil-economic-coercion,Two Approaches to Economic Coercion,,Literature,Jacob Katz Cogan,2024-08-09,sanctions-anti-sanctions;global-economic-system;theory-order,Scholarly literature,English,https://campuspress.yale.edu/yjil/two-approaches-to-economic-coercion/,,Jacob Katz Cogan - Two Approaches to Economic Coercion - Yale Journal of International Law - 2024,Essay comparing approaches to economic coercion after concern over Chinese practices,Supports sanctions and economic order research with a legal classification debate
lit-2023-security-studies-illiberal-hegemony,China and the Logic of Illiberal Hegemony,,Literature,Darren J Lim and G John Ikenberry,2023-02-28,theory-order;global-economic-system;use-of-force,Scholarly literature,English,https://www.tandfonline.com/doi/abs/10.1080/09636412.2023.2178963,10.1080/09636412.2023.2178963,Darren J Lim and G John Ikenberry - China and the Logic of Illiberal Hegemony - Security Studies - 2023,Article developing a model of Chinese international order,Adds a political science account of hierarchy and order-building
lit-2025-harvard-nsj-chinese-lawfare-conflict,Chinese Lawfare in Conflict - The Threat to US Operations,,Literature,Crispin Smith,2025-06-01,use-of-force;sovereignty-non-interference;sanctions-anti-sanctions;one-country-two-systems,Scholarly literature,English,https://journals.law.harvard.edu/nsj/wp-content/uploads/sites/82/2025/06/Smith-16-Harvard-Natl-Security-J.-2-2025.pdf,,Crispin Smith - Chinese Lawfare in Conflict - Harvard National Security Journal - 2025,Article on Chinese operational lawfare in potential conflict settings,Relevant to use-of-force scenarios and territorial sovereignty disputes
lit-2025-ajls-china-modernization-bri-legal-pluralism,China's Path to Modernization and Legal Pluralism,,Literature,Davide Giacomo Zoppolato and Paolo Davide Farah,2025-02-25,belt-and-road;global-economic-system;dispute-settlement;theory-order,Scholarly literature,English,https://www.cambridge.org/core/journals/asian-journal-of-law-and-society/article/chinas-path-to-modernization-and-legal-pluralism-transplants-and-the-belt-and-road-initiative/B73A534E77C208709348579C20A2789E,10.1017/als.2025.7,Zoppolato and Farah - China's Path to Modernization and Legal Pluralism - Asian Journal of Law and Society - 2025,Article on legal transplants and BRI legal pluralism,Useful for studying BRI as legal modernization and outward ordering
lit-2023-ajil-geoeconomics-bri-disputes,The Geoeconomics of Belt and Road Disputes,,Literature,Mark McLaughlin,2023-06-16,belt-and-road;dispute-settlement;global-economic-system,Scholarly literature,English,https://www.cambridge.org/core/journals/asian-journal-of-international-law/article/geoeconomics-of-belt-and-road-disputes-a-case-study-on-the-chinapakistan-economic-corridor/1BA88BCCDB133F368D06AEDCC8DC4620,10.1017/S2044251323000255,Mark McLaughlin - The Geoeconomics of Belt and Road Disputes - Asian Journal of International Law - 2023,Case study of BRI disputes through the China-Pakistan Economic Corridor,Shows how geoeconomic pressures affect investment dispute settlement
lit-2024-ajil-characterization-bri-dispute,Characterization and Registration of a BRI Dispute,,Literature,Asian Journal of International Law,2024-01-01,belt-and-road;dispute-settlement;global-economic-system,Scholarly literature,English,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/6D99D4EE46AA926B8F091A54ADAF546D/S2044251323000498a.pdf/div-class-title-characterization-and-registration-of-a-bri-dispute-div.pdf,10.1017/S2044251323000498,Asian Journal of International Law - Characterization and Registration of a BRI Dispute - 2024,Article on the legal meaning and registration of BRI disputes,Important for whether BRI dispute labels become legally meaningful
lit-2024-jpil-cicc-jurisdiction,The Jurisdiction of China International Commercial Court,,Literature,Journal of Private International Law,2024-04-01,dispute-settlement;belt-and-road;global-economic-system,Scholarly literature,English,https://www.tandfonline.com/doi/full/10.1080/17441048.2024.2338627,10.1080/17441048.2024.2338627,Journal of Private International Law - The Jurisdiction of China International Commercial Court - 2024,Article on the substance and drawbacks of CICC jurisdiction,Useful for assessing the institutional design of China-centred dispute settlement
lit-2024-aplr-cicc-performance,Effective or Symbolic - A Retrospective Look at the China International Commercial Court,,Literature,Si Lin,2024-08-05,dispute-settlement;belt-and-road;global-economic-system,Scholarly literature,English,https://www.tandfonline.com/doi/abs/10.1080/10192557.2024.2385899,10.1080/10192557.2024.2385899,Si Lin - Effective or Symbolic - Asia Pacific Law Review - 2024,Article reviewing the performance of the China International Commercial Court,Adds evaluation of whether CICC is operationally effective or mainly symbolic
lit-2026-ajil-taiwan-constitutional-court,The Taiwan Constitutional Court's Evolving Engagement with International Law,,Literature,Yu-Jie Chen,2026-01-01,one-country-two-systems;sovereignty-non-interference;dispute-settlement,Scholarly literature,English,https://www.cambridge.org/core/journals/asian-journal-of-international-law/article/taiwan-constitutional-courts-evolving-engagement-with-international-law/8B57A24ADF78404C939278E97430B2DE,10.1017/S2044251325100775,Yu-Jie Chen - The Taiwan Constitutional Court's Evolving Engagement with International Law - Asian Journal of International Law - 2026,Article on Taiwan constitutional adjudication and international law,Important counterpoint for Taiwan status and international legal compliance debates
lit-2022-federal-law-review-hk-nsl,The Hong Kong National Security Law and the Struggle over Rule of Law and Democracy in Hong Kong,,Literature,Surabhi Chopra and Eva Pils,2022-09-01,one-country-two-systems;sovereignty-non-interference;use-of-force,Scholarly literature,English,https://www.cambridge.org/core/journals/federal-law-review/article/abs/hong-kong-national-security-law-and-the-struggle-over-rule-of-law-and-democracy-in-hong-kong/D773200B51F92C846BBB45201AB0D559,10.1177/0067205X221107410,Surabhi Chopra and Eva Pils - The Hong Kong National Security Law and the Struggle over Rule of Law and Democracy in Hong Kong - Federal Law Review - 2022,Article on the Hong Kong National Security Law and Basic Law obligations,Key recent scholarship on Hong Kong and international treaty commitments
lit-2021-icon-unpalatable-realities,Unpalatable Realities No Choices,,Literature,Alvin Y H Cheung,2021-07-01,one-country-two-systems;sovereignty-non-interference,Scholarly literature,English,https://academic.oup.com/icon/article/19/3/1154/6350231,10.1093/icon/moab080,Alvin Y H Cheung - Unpalatable Realities No Choices - International Journal of Constitutional Law - 2021,Review essay on Hong Kong national security and changing legal orders,Useful reading for one country two systems after the National Security Law
lit-2025-cpsr-china-two-tiered-sanctions,Informal or Formal - China's Two-Tiered Sanctions Policy,,Literature,Chinese Political Science Review,2025-01-01,sanctions-anti-sanctions;sovereignty-non-interference;global-economic-system,Scholarly literature,English,https://link.springer.com/article/10.1007/s41111-025-00307-0,10.1007/s41111-025-00307-0,Chinese Political Science Review - Informal or Formal - China's Two-Tiered Sanctions Policy - 2025,Article on formal and informal sanctions in China's foreign policy,Adds recent political science evidence to the sanctions corpus
lit-2024-jids-new-international-commercial-courts,New International Commercial Courts,,Literature,Sean David Yates,2024-03-01,dispute-settlement;belt-and-road;global-economic-system,Scholarly literature,English,https://academic.oup.com/jids/article/15/1/54/7295472,10.1093/jnlids/idad024,Sean David Yates - New International Commercial Courts - Journal of International Dispute Settlement - 2024,Article on international commercial courts and delocalized adjudication,Contextualizes the CICC within a wider international court trend
tt-2026-hcss-chinese-lawfare,Reshaping the International Legal Order - Chinese Lawfare,,Think tank report,The Hague Centre for Strategic Studies,2026-04-01,theory-order;sanctions-anti-sanctions;belt-and-road;dispute-settlement,Foreign,English,https://hcss.nl/wp-content/uploads/2026/04/Reshaping-the-international-legal-order-Chinese-Lawfare-2026.pdf,,HCSS - Reshaping the international legal order - 2026,Report on China's strategic use of lawfare and implications for Europe,Strong recent synthesis of legal tools across trade maritime security and technology governance
tt-2024-montaigne-china-extraterritoriality,China's Extraterritoriality - A New Stage of Lawfare,,Think tank report,Institut Montaigne,2024-12-01,sanctions-anti-sanctions;global-economic-system;sovereignty-non-interference,Foreign,English,https://www.institutmontaigne.org/en/publications/chinas-extraterritoriality-new-stage-lawfare,,Institut Montaigne - China's Extraterritoriality - A New Stage of Lawfare - 2024,Issue paper on Chinese extraterritoriality and sanctions-related legal tools,Useful for understanding defensive and offensive uses of domestic law abroad
tt-2024-merics-guerrilla-global-economy,China's Guerrilla Strategy in a Fragmenting Global Economy,,Think tank report,MERICS,2024-06-18,global-economic-system;sanctions-anti-sanctions;theory-order,Foreign,English,https://merics.org/en/report/chinas-guerrilla-strategy-fragmenting-global-economy,,MERICS - China's guerrilla strategy in a fragmenting global economy - 2024,Report on China's economic strategy under fragmentation and security competition,Adds economic statecraft context for trade law and sanctions materials
tt-2024-usip-gsi-takes-shape,China's Global Security Initiative Takes Shape in Southeast and Central Asia,,Think tank report,United States Institute of Peace,2024-11-01,theory-order;use-of-force;sovereignty-non-interference,Foreign,English,https://www.usip.org/sites/default/files/2024-12/sr534_chinas-global-security-initiative-takes-shape-southeast-central-asia.pdf,978-1-60127-947-7,USIP - China's Global Security Initiative Takes Shape in Southeast and Central Asia - 2024,Special report on how the GSI is taking operational form in two regions,Important for translating security doctrine into observed state practice
tt-2024-csis-pursuing-global-order,Pursuing Global Order in the Twenty-First Century,,Think tank report,Center for Strategic and International Studies,2024-04-22,theory-order;global-economic-system;use-of-force,Foreign,English,https://features.csis.org/pursuing-global-order/,,CSIS - Pursuing Global Order in the Twenty-First Century - 2024,Report on changing global order and the role of rising states,Helps place China and Global South responses within order reform debates
tt-2024-csis-taiwan-experts,Surveying the Experts on China's Approach to Taiwan in 2024 and Beyond,,Think tank report,CSIS ChinaPower Project,2024-01-22,one-country-two-systems;use-of-force;sovereignty-non-interference,Foreign,English,https://chinapower.csis.org/surveying-experts-us-and-taiwan-views-china-approach-taiwan-2024/,,CSIS ChinaPower - Surveying the Experts on China's Approach to Taiwan - 2024,Survey report on US and Taiwan expert views about coercion blockade and invasion scenarios,Useful for one country two systems and use-of-force risk assessments
tt-2024-csis-anti-secession-law-taiwan,Employing Non-Peaceful Means Against Taiwan,,Think tank report,CSIS ChinaPower Project,2024-10-01,one-country-two-systems;use-of-force;sovereignty-non-interference,Foreign,English,https://csis-website-prod.s3.amazonaws.com/s3fs-public/2024-10/241015_Lin_Means_Taiwan.pdf,,CSIS ChinaPower - Employing Non-Peaceful Means Against Taiwan - 2024,Edited report on China's Anti-Secession Law and Taiwan contingencies,Links PRC domestic law with international security implications
tt-2025-hudson-un-resolution-2758,The Fraudulent UN Resolution 2758 and the Courage to Recognize Taiwan,,Think tank report,Hudson Institute,2025-05-28,one-country-two-systems;sovereignty-non-interference;theory-order,Foreign,English,https://www.hudson.org/corruption/fraudulent-un-resolution-2758-courage-recognize-taiwan-miles-yu,,Hudson Institute - The Fraudulent UN Resolution 2758 and the Courage to Recognize Taiwan - 2025,Commentary challenging PRC interpretations of UN General Assembly Resolution 2758,Adds a contested Taiwan participation source for comparative annotation
tt-2024-asia-society-china-new-era,China's New Era Changes the Game for Global Actors,,Think tank report,Asia Society Policy Institute,2024-04-04,theory-order;global-economic-system;sovereignty-non-interference,Foreign,English,https://asiasociety.org/new-report-chinas-new-era-changes-game-global-actors,,Asia Society Policy Institute - China's New Era Changes the Game for Global Actors - 2024,Report on Xi-era changes in Chinese foreign policy and global actors,Useful broad framing for China's more active approach to reshaping order
tt-2024-merics-keeping-value-chains-home,Keeping Value Chains at Home,,Think tank report,MERICS,2024-09-01,global-economic-system;sanctions-anti-sanctions,Foreign,English,https://merics.org/en/report/keeping-value-chains-home,,MERICS - Keeping value chains at home - 2024,Report on China's economic security and supply-chain policy,Adds current context for export controls and economic security law
tt-2024-ep-eu-china-derisking,EU-China Relations - De-risking or De-coupling,,Think tank report,European Parliament Think Tank,2024-03-26,global-economic-system;sanctions-anti-sanctions;theory-order,Foreign,English,https://www.europarl.europa.eu/thinktank/en/document/EXPO_STU%282024%29754446,,European Parliament - EU-China relations - De-risking or de-coupling - 2024,Study on EU strategy toward China and de-risking,Useful comparative policy source for economic security and legal instruments
tt-2024-china-russia-alignment-europe,China-Russia Alignment - A Threat to Europe's Security,,Think tank report,Chatham House and GMF and MERICS,2024-06-26,theory-order;use-of-force;sanctions-anti-sanctions,Foreign,English,https://www.gmfus.org/sites/default/files/2024-06/Chatham%20House%20GMF%20MERICS%20Report%20China-Russia%20alignment_06-2024.pdf,,Chatham House GMF and MERICS - China-Russia alignment - 2024,Joint report on China-Russia alignment and implications for European security,Adds context for sanctions UN voting and security order debates
tt-2024-carnegie-global-economic-governance,Reimagining Global Economic Governance,,Think tank report,Carnegie Endowment for International Peace,2024-09-01,global-economic-system;theory-order,Foreign,English,https://assets.carnegieendowment.org/static/files/Patrick%20et%20al%20-%20Reimagining%20Global%20Economic%20Governance.pdf,,Carnegie Endowment - Reimagining Global Economic Governance - 2024,Report on reforming global economic governance amid US-China rivalry,Useful for IMF WTO and development finance order reform materials
tt-2025-brookings-iomed,The Purpose and Promise of China's International Organization for Mediation,,Think tank report,Brookings Institution,2025-06-01,dispute-settlement;one-country-two-systems;theory-order,Foreign,English,https://www.brookings.edu/articles/the-purpose-and-promise-of-chinas-international-organization-for-mediation/,,Brookings Institution - The purpose and promise of China's International Organization for Mediation - 2025,Analysis of China's new mediation organization and its possible role,Directly supports the China-centred dispute settlement guide
tt-2025-austchina-iomed,China's Mediation Initiative and Australia,,Think tank report,AustChina Institute,2025-06-01,dispute-settlement;one-country-two-systems;global-economic-system,Foreign,English,https://www.aci.org.au/publications/article_china-mediation-initiative-IOMed,,AustChina Institute - China's Mediation Initiative and Australia - 2025,Policy analysis on Australia and the International Organization for Mediation,Adds regional perspective on IOMed engagement choices
